Artist,Track,SpotifyID,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Key_mode_Ratio,duration_ms,billboard_hit
Taboo,Sous la Tour Eiffel,45KJ08HxhaBLjJSOTZ5gTT,0.737,0.993,-6.612,0.0324,0.0246,0.00275,0.0619,0.968,131.981,2.0,302132,0
Der Moderne Man,Heute,63L9pwemCuVec73bPCPPQu,0.523,0.906,-8.804,0.0521,0.0114,0.918,0.201,0.916,147.499,4.0,183307,0
Tora Tora,Wasted Love,2AkkkFFCCSS8mNaHkk31hk,0.318,0.895,-7.57,0.0691,0.0223,0.000394,0.276,0.306,140.791,0.0,233040,0
James Taylor,Steamroller Blues,1I2RS5C10KUMY5Cbx1Etzs,0.548,0.523,-10.236,0.0354,0.103,0.00503,0.985,0.353,102.66,7.0,324027,0
The Nelons,Hallelujah,5junyRfqnozdjSv85rKWXP,0.271,0.408,-7.695,0.0281,0.67,0.0,0.12,0.307,82.035,0.0,270907,0
Ulytau,Winter (Four Seasons),3zsR8MlFDnK4oOdFjOnk3m,0.554,0.737,-5.389,0.0324,0.048,0.729,0.0794,0.571,140.066,0.0,236107,0
Tanto Metro & Devonte,Sometimes,5YU0i7JcEkeV7zcbVFBdpr,0.525,0.453,-7.259,0.0264,0.0273,0.0,0.214,0.181,138.486,0.0,298267,0
Der Moderne Man,Blaue Matrosen (live),3YwLk5qjCBhUXDkTdn61KW,0.322,0.713,-8.703,0.0743,0.795,0.0,0.599,0.464,104.841,4.0,159560,0
La Portuaria,Alguna Vez,13Sh5MAlGQrKyOMBY3hog8,0.593,0.77,-14.145,0.039,0.0095,0.226,0.116,0.957,112.04,4.0,147960,0
GG Allin,I Live to Be Hated,4CTnHRHGESz2nsJ2IuFhYy,0.215,0.898,-11.523,0.321,0.0504,0.0169,0.338,0.209,148.923,8.0,121693,0
Hemdale,Rotting Fumes,2iwslpEC92mXl5IPwwIq9h,0.32,0.606,-9.987,0.255,0.000703,0.873,0.136,0.218,171.983,1.0,107573,0
Foxy Brown,If I...,3lZpFRnVx0eaO0IY3Y6tR9,0.894,0.575,-9.447,0.206,0.114,1.3e-06,0.187,0.516,93.037,0.0,222867,0
String Trio Of New York,Ju Ju,6Vt4nK6H2heXzjZlPvMwz6,0.591,0.177,-18.24,0.0822,0.482,0.707,0.0646,0.409,99.294,0.0,392427,0
Ultraviolence,I Destructor (Lenny Dee Mix),5tO87NS1Han2CE24mpMV04,0.531,0.823,-9.167,0.0766,0.0066,0.898,0.29,0.0393,174.533,0.0,367160,0
Utopia,On My Feet Again,4hDOtH6r7UHqOgCt7S01of,0.465,0.865,-9.989,0.0595,0.0571,0.002,0.271,0.83,114.31,2.0,240547,0
Jo-El Sonnier,Cajun Blood,21knugAxsvNpnxJialu5LD,0.347,0.526,-5.193,0.0431,0.219,0.000236,0.11,0.24,175.705,7.0,233000,0
Murskahumppa,Poikamies (2009),1zX4LdSx9hhijoxBaJb0Xr,0.283,0.858,-7.542,0.0528,0.000193,0.647,0.456,0.514,130.688,9.0,145933,0
Lili Ivanova,Pak shte te obicham,7cTPnEzjrNIxY5DaSZVRZS,0.699,0.72,-9.681,0.0353,0.0243,0.408,0.304,0.962,123.994,0.0,258000,0
Furry Lewis,Good Looking Girl Blues,1XuIcawLoNPOKAwcwZdnME,0.581,0.197,-11.41,0.0438,0.979,0.000107,0.118,0.381,137.371,8.0,173200,0
Vanessa Bell Armstrong,Til The Victory's Won,2NUqIvguvI5rYzwC6WsLU6,0.782,0.637,-2.133,0.0338,0.0204,0.0,0.248,0.172,121.019,1.0,231493,0
Seamus Egan,Lullaby,56FkAON8auzvcAVWnyOFnt,0.512,0.0714,-18.277,0.038,0.901,0.81,0.111,0.231,119.275,0.0,205293,0
C.C. Adcock,Good Loving,5D9dR2FCi6LH2cD5pOjIW7,0.436,0.918,-6.82,0.0514,0.0269,0.0093,0.223,0.826,172.588,7.0,121133,0
Angelo Badalamenti,Love Me,3XSD6futyyccFfWa8GRSow,0.17,0.254,-18.232,0.0405,0.933,0.937,0.118,0.0327,85.565,1.0,232733,0
Acorps de Rue,Chanson Réaliste,3T8VKdJBvutUAbeECOZxbB,0.577,0.357,-6.604,0.152,0.73,0.0,0.123,0.758,171.629,0.0,194800,0
John Williams,American Journey/IV. Arts and Sports,5dQ01k4mZoBhUDycenONHX,0.372,0.367,-16.568,0.0374,0.845,0.942,0.0852,0.378,139.169,2.0,158373,0
C-Side & Petit Mal,Mudhump,5YQI69LBKUaixXyZA3jxJm,0.5,0.772,-10.582,0.108,0.796,0.0255,0.0879,0.346,115.396,0.0,212454,0
Jewel,Serve The Ego (Hani Num Dub),7kBW0l7BWDcnQYUHQHfiBQ,0.807,0.94,-6.59,0.0593,0.00058,0.805,0.05,0.614,128.001,10.0,529920,0
Our Time Down Here,Big Guys Throw Cones,2hunuh5xzcEhOarpRv9pA5,0.273,0.978,-2.615,0.0608,6.72e-05,0.0289,0.547,0.782,119.052,11.0,75507,0
DJ Ostkurve,Sailing,6UIlnxcPw6xq1td9Vbjbno,0.52,0.972,-4.33,0.036,0.000114,3.87e-05,0.108,0.649,137.978,0.0,218906,0
Roy Rogers,Hi Ho Silver,2T1kmuXDSepvo36kWaP5Ai,0.827,0.186,-10.686,0.0728,0.991,0.00311,0.104,0.751,121.935,5.0,154507,0
Reni,Slamka Spasa,2Jq447W0noFCwcOIhTySUm,0.707,0.892,-3.264,0.0403,0.375,0.0,0.195,0.864,139.011,0.0,223360,0
Leonard Kwan,Kanaka 'o Mose,5wbld0l3Gdf4bc5lKMHPRL,0.635,0.142,-22.25,0.0398,0.85,0.859,0.106,0.384,83.005,11.0,203227,0
David Martin,It Must Be,7IbnEAsger0BkX2Kxjh97W,0.436,0.502,-9.406,0.028,0.412,1.67e-05,0.0845,0.207,134.003,0.0,286440,0
Justin,Kong,5hQwJOWx41wiWH305GT7pf,0.603,0.338,-13.619,0.0297,0.563,0.0,0.104,0.341,133.975,1.0,244019,0
Hatesex,The Greed Of Our Stare,5wO3F8tmGyWlxTU9fSIyAF,0.406,0.67,-8.308,0.0271,0.000469,0.738,0.114,0.35,180.046,0.0,307867,0
Rui Da Silva,The Contracting Perception Of Consciousness,2KhYdGZKZVJxqVABVKX3u5,0.887,0.523,-12.774,0.0795,0.00672,0.651,0.104,0.761,123.011,0.0,448627,0
Kiprich,Dem a Talk,6pwEgPIiLhaubmZhjOR1w1,0.622,0.909,-4.799,0.234,0.211,0.0,0.0823,0.817,111.726,0.0,158438,0
We Show Up On Radar,Red Balloon,1ARWKKWJwd0BUuDlRXyyOg,0.453,0.399,-11.147,0.029,0.228,0.793,0.376,0.0649,79.378,0.0,124467,0
Hank Locklin,Rio Grande Waltz,5ARiARDBFR2jXPBNi0xRuJ,0.601,0.339,-8.182,0.0281,0.985,0.0,0.124,0.664,98.84,3.0,165233,0
Superchumbo,Irresistible! (Maurel & Fauvrelle LESS Mix),1mumeomFvvHEXyctVA7W1j,0.733,0.967,-8.106,0.0748,0.0666,0.919,0.25,0.636,127.998,6.0,673227,0
Yahir,No seamos tontos,59OAfqBKd0FJLn5QzsN3mx,0.583,0.719,-5.598,0.0267,0.641,0.0,0.113,0.347,131.927,0.0,216813,0
Luiz Bonfa,A Brazilian in New York,4zk4Xi6arVXhlxsSoQaov2,0.496,0.17,-18.303,0.0449,0.939,0.657,0.114,0.251,104.311,0.0,305667,0
The Winans,Everything You Touch Is a Song,6m8ks85HzlQ70K98iQzrQv,0.484,0.414,-8.107,0.04,0.894,1.58e-05,0.117,0.161,102.376,8.0,320440,0
Mack and Jamie,Slimy Little Troll,4l41deLoVWpk7F7bUbVRuc,0.659,0.258,-13.83,0.941,0.836,0.0,0.267,0.77,81.549,0.0,66440,0
Brian Dullaghan,My First Day At School,7Kk7Cw3vyQxZWdFThsC6vQ,0.683,0.287,-21.844,0.0446,0.428,5.93e-05,0.105,0.654,61.495,2.0,116707,0
Chango Spasiuk,De Bombacha Y Alpargatas,41pD2smhxuZedl7361KsK0,0.653,0.523,-13.112,0.221,0.0272,0.858,0.243,0.51,97.505,2.0,131573,0
Angélla Christie,Walk With Me,2uHEDyEbU6DM6hjdb9hLjn,0.789,0.662,-8.854,0.0334,0.211,0.743,0.0273,0.721,111.507,0.0,350533,0
Papa Wemba,Maria,4UMtRnqmh4bndNYlJVtSl0,0.506,0.62,-14.099,0.0299,0.0529,9.15e-06,0.115,0.957,94.895,0.0,247133,0
Pablo Montero,Ni Gota De Rencor,3iJQBZ2WqZnG10kE5O9GhJ,0.595,0.375,-7.333,0.0256,0.806,0.0,0.0955,0.729,99.756,2.0,199933,0
Sweet,Airheads,6YjUkPSDkJBrsfsPULUnIP,0.439,0.72,-4.789,0.027,0.0921,3.69e-06,0.0658,0.352,84.136,4.0,320400,0
Barbarito Diez,Sublime Ensoñacion,6XDPkMEHvKWtPmRoBCFbKi,0.492,0.274,-8.218,0.0333,0.204,0.0,0.128,0.417,118.329,0.0,157820,0
Silvério Pessoa,Eu vi a maquina voadora,05Fa3F4w6tvOICWV2oZaPk,0.441,0.471,-11.103,0.0802,0.635,0.0,0.305,0.526,143.577,4.0,364493,0
John Holt,The Tide Is High - Original,5n4ycCwrPBUlBAupEv1Cny,0.512,0.318,-10.123,0.0302,0.127,0.0,0.196,0.841,96.389,7.0,164280,0
Mercedes Castro,El Cara Bonita,3849Kdm8H2NHsqQCaszUgX,0.777,0.586,-6.859,0.0699,0.714,6.06e-05,0.121,0.974,129.338,3.0,129694,0
Antonio Bribiesca,Anillo de compromiso,0EcBvuKa70TZXRtoP4BDed,0.64,0.283,-13.575,0.0709,0.936,0.89,0.0863,0.446,141.75,7.0,187453,0
Raze,Follow Your Dreams (The Plan Album Version),0dfncGnaBY81dfwXkyJmbr,0.757,0.875,-3.252,0.0376,0.0666,1.53e-05,0.339,0.94,108.841,6.0,196587,0
DJ Spinn,Feelin You,7j6NLGVKlzRwpeZ2CUaZna,0.776,0.382,-6.089,0.322,0.00412,0.863,0.0786,0.704,160.08,4.0,313160,0
Janet Paschal,God Will Make A Way,5KFl6V1IO2kfzQnLXUwx2s,0.367,0.259,-11.262,0.0347,0.706,0.0,0.144,0.158,121.942,7.0,316307,0
Theodis Ealey,This Time I Know,2GLbUTiEEkrvsvMDh8zuM1,0.758,0.638,-6.95,0.0273,0.0651,0.0,0.0715,0.672,99.233,1.0,227453,0
Steve Wilson,Your God Isn't Listening,5rJlXg5oPN9hyQD8gwiqu0,0.566,0.399,-14.498,0.0244,0.156,0.000247,0.299,0.572,99.982,7.0,260387,0
Quadro Nuevo,"Der Wind Hat Mir Ein Lied Erzählt (from ""La Habanera"")",5W5nB3Pu20qf0SBORfM8oQ,0.343,0.28,-9.143,0.0357,0.605,0.00341,0.116,0.315,116.215,2.0,221240,0
The Charms,Ascolta mio dio,122WEqvDD58TZrMtwDITWt,0.669,0.848,-6.472,0.276,0.557,0.0,0.138,0.795,149.104,7.0,131013,0
Kris Kristofferson,Road Warrior's Lament,4AdsgXuGXrm2mfMbSWMOFF,0.469,0.19,-17.451,0.0364,0.488,0.000142,0.692,0.506,142.169,9.0,259680,0
Arkona,Zalozniy,6fiIBJlj4wIrtzlUyQ9Wn3,0.29,0.796,-4.508,0.0542,0.000698,4.49e-06,0.72,0.199,159.963,0.0,247147,0
Cândido,Sentimentos Desiguais,2TDMvsCspl1Mjo5cpKrozx,0.661,0.743,-5.063,0.0323,0.0371,0.0,0.12,0.751,167.892,0.0,232840,0
Horace Andy,Rastafari Prophecy,5TytMbHPCY0WXleVRELeNw,0.747,0.658,-6.741,0.0858,0.0253,0.000175,0.355,0.668,151.452,0.0,224267,0
Los Van Van,Consuelate Como Yo,2Fpijaat7YR2iuQDIQT2ks,0.534,0.765,-5.499,0.091,0.365,0.0115,0.498,0.708,96.488,0.0,263600,0
DJ Spinn,Bounce Back,2mI20kUdIyOaAhtgeonE4g,0.872,0.513,-5.556,0.303,0.0118,0.027,0.0856,0.929,160.014,0.0,158213,0
Prisma,winning friends,2L3G3KpEh2VcJ3nZ3S08AA,0.409,0.786,-10.938,0.0379,8.37e-05,0.553,0.469,0.328,128.655,9.0,219667,0
Ultimate Fakebook,Brokÿn Nëedle,3cGySjl34OdxUAjmwyzyXQ,0.527,0.88,-3.347,0.0572,0.00398,1.11e-05,0.396,0.407,116.042,9.0,149560,0
Champion Jack Dupree,Christina Christina Blues,4NBHWCz7bmGwRXNqN9ychq,0.619,0.14,-18.692,0.0478,0.988,0.0666,0.119,0.208,95.478,8.0,200800,0
Bally Sagoo,Mele Wich Ayee (Shaan Remix),1oMlSWNUMptnh4aqr2LewG,0.773,0.567,-13.135,0.112,0.0351,0.201,0.054,0.679,111.958,0.0,373387,0
Checkers,Oh Oh Oh Baby,2SfqR1BSqE6U8EJsWNtR56,0.55,0.465,-10.051,0.0628,0.927,0.0,0.296,0.771,134.367,1.0,135602,0
Blingtones,La boîte à hein biloute,6cDlkG0wrRHBT2b6NqI6S0,0.0,0.00697,-14.34,0.0,9.97e-05,4.69e-06,0.0711,0.0,0.0,3.0,10514,0
Slightly Stoopid,Jimi Baby,04uGsEzXnvFxNtZzGzyuqn,0.369,0.595,-10.736,0.0468,0.00549,0.478,0.48,0.35,171.986,9.0,369276,0
Charlie Cruz,Si No Te Hubieras Ido,7kF3jIaZ8qVGOELgEa11HJ,0.74,0.954,-2.161,0.047,0.448,0.000915,0.0368,0.83,100.326,2.0,288840,0
True Believers,I Worship You,5tDproI9AV1tBgep4f2qsf,0.535,0.444,-8.368,0.0306,0.154,0.0,0.0971,0.24,92.984,4.0,281893,0
Tom Barabas,Melodioso,0ISOngUUqKv9mN7iah1qAh,0.57,0.297,-13.157,0.0308,0.745,0.976,0.123,0.156,121.019,0.0,249200,0
Frederik,Dornröschen war ein schönes Kind - Karaoke,4QxaHJiUTDRA11U1iEtW3J,0.785,0.664,-8.795,0.0265,0.107,0.265,0.0627,0.884,95.974,0.0,164147,0
Sophie Tucker,Complainin',0nyPsWZ6VX3Zy9WSCCJM6B,0.754,0.261,-10.7,0.147,0.995,0.0,0.24,0.6,101.899,10.0,181733,0
DJ Quik,Pacific Coast Remix,64wsMAK8p6s4UQqiMCB4OO,0.815,0.643,-4.91,0.235,0.132,0.0,0.0413,0.517,100.066,7.0,260365,0
Uman,People of cloud nine,6B9BWGuMEn3g1FUFtkzwVJ,0.496,0.409,-15.019,0.0396,0.845,0.752,0.0888,0.0994,199.775,0.0,344267,0
Roy Rogers,My Heart Went That-A-Way,0LA7T8y4NMkE3aQqvw8pTQ,0.757,0.237,-16.116,0.0714,0.836,2.67e-05,0.0987,0.761,92.68,7.0,181450,0
Agency 1.9.9.4,The Prayer - Feat. T.O. & Timberly K. Simmons,6rzbkxq5M8iK3YJHlNdi9X,0.655,0.919,-2.445,0.314,0.553,1.03e-06,0.342,0.525,95.078,0.0,230320,0
Jenney,Gib deinem Herzen ein Zeichen (Radio Mix),3etdBKHQLv1D124McAq3KD,0.643,0.764,-4.537,0.0263,0.0511,0.0,0.246,0.339,120.078,8.0,207067,0
Lincoln Center Jazz Orchestra,Chinoiserie,5KO3Sovhg6FcSLLuiEsJSN,0.44,0.808,-5.079,0.273,0.541,0.00112,0.827,0.52,85.645,0.0,304840,0
Mighty Diamonds,In De Dance Again,3ep57LnIH1SX3OyEDjJDnZ,0.883,0.929,-13.095,0.38,0.0393,0.0,0.149,0.967,162.817,0.0,213093,0
Pablo Montero,Aquel Mundo De Amor,3m7mDoqzOk8PQgmZbA1RJI,0.524,0.349,-8.578,0.0431,0.784,0.0,0.346,0.66,76.213,5.0,163293,0
Los Gaiteros de San Jacinto,El Corcovado (The Wood-Quail),6QVdMdluwBoLQWqZHAaEar,0.391,0.305,-22.653,0.0481,0.313,0.0735,0.187,0.772,172.982,9.0,234533,0
Paulette Tajah,Jealousy,09UUPGbZPH2A7Q7pRVc0Nm,0.71,0.445,-10.566,0.113,0.288,2.77e-05,0.114,0.483,74.975,7.0,201920,0
Ionics,Roll Back The Rug,2GzCsR40PgCvRzXhvXXrQ3,0.502,0.656,-9.529,0.0616,0.51,6.43e-05,0.105,0.288,136.033,5.0,142185,0
Rancid,LA River (Acoustic),7M7X30aW3PlAuhjRrcnYCp,0.589,0.956,-4.83,0.0442,0.041,2.78e-05,0.255,0.711,126.895,0.0,163293,0
Flávio José,É Sempre Assim,5Hg5a6Z6q9ZllUtbR9d5xG,0.416,0.798,-4.797,0.0669,0.577,0.0,0.6,0.785,172.671,0.0,89213,0
Pee Wee King,Where Were You Last Night,5oPHxAz6qOGu6jscg5AWQe,0.615,0.048,-18.365,0.0345,0.96,0.00102,0.105,0.65,75.718,7.0,166467,0
Donnie McClurkin,All I Ever Really Wanted,2QdQ8n0y1XcGbqFsRnf9jv,0.543,0.509,-5.521,0.0334,0.5,0.0,0.36,0.506,143.934,9.0,198573,0
Rainer Bielfeldt,No more going home,5ZErOlAqB05oyO8usdD5IC,0.457,0.473,-7.965,0.0266,0.746,0.0,0.0823,0.293,74.694,7.0,239027,0
Ann Hampton Callaway,Time After Time,7eleK2MUqRCZXMcrqmkqXB,0.418,0.099,-20.123,0.0381,0.917,0.0129,0.0868,0.244,102.549,0.0,314027,0
Nelson Ned,Mi Sangre Latino,6yw7YDWpBUQqJZ2WCsafF7,0.436,0.532,-12.526,0.0411,0.0877,0.0,0.355,0.595,128.369,9.0,175227,0
Madilu System,Vincent,1XZmqXRGCqYncqpO3GMKeV,0.776,0.819,-2.586,0.0437,0.606,0.0,0.46,0.904,129.907,4.0,450587,0
Bill & Gloria Gaither,Awesome God,6eNNBoZN7mNGLRufNoGZF9,0.53,0.411,-13.89,0.0321,0.488,0.0,0.79,0.384,139.4,0.0,181107,0
Elephant Man,Loud And Clear,25tkBVtswP2elHdaquz9VI,0.652,0.871,-6.723,0.208,0.324,0.0,0.34,0.656,123.905,7.0,128840,0
Peggy Zina,Alli Mia Fora,74R2FiyYSHi2ZgK8QIE8Zd,0.588,0.887,-8.308,0.0322,0.000383,1.8e-06,0.128,0.868,132.017,0.0,217776,0
Zeltinger Band,Wo bleibt die Mark?,0GxERvGBzqgFwczQdwYETZ,0.452,0.815,-7.853,0.0414,0.115,0.000142,0.0909,0.651,93.527,1.0,222253,0
Cornell Campbell,Give Your Love To Me,4HSKjDnA4wWe9h2hHeZO5S,0.74,0.386,-15.678,0.109,0.0512,3.48e-06,0.0402,0.577,69.887,0.0,217013,0
Statues,There Are Things I Think You Should Know,5D0RrEWZOlO8Yrt2zBHV2L,0.348,0.867,-6.714,0.0493,4.64e-06,0.0102,0.0888,0.486,86.932,9.0,155627,0
X-Raided,Thug Queen,6nvHbQM6qBsYWhAXksdI3m,0.659,0.479,-9.354,0.217,0.444,0.0,0.106,0.468,82.111,0.0,291933,0
The Kitchen,Who Are You?,0EP1Z1Uazpruk2BjPPLvVP,0.354,0.951,-5.089,0.0534,0.152,4.63e-05,0.158,0.545,142.851,0.0,213120,0
Conjunto Mar Azul,Papel Quemado,6Arum8xeNi6rdrPH9xoYKc,0.821,0.929,-5.672,0.0392,0.158,4.62e-05,0.0269,0.962,107.983,2.0,250493,0
Mal De Ojo,Lekeitio,02vt5587oQYLeI2wPeD4IE,0.735,0.768,-5.952,0.125,0.508,6.31e-05,0.318,0.804,111.985,4.0,238067,0
Jimmy Riley,The Love We Had Version,1ILPJjzdU3wmrToLkgiFgl,0.72,0.404,-14.429,0.134,0.000367,0.879,0.37,0.829,160.061,1.0,229147,0
John Brown,Uncle Interlude,2T5tTdO5M4Ftv19Jmcp3BB,0.612,0.876,-12.315,0.432,0.822,0.0,0.892,0.117,105.124,0.0,24500,0
Out Of The Grey,The One I've Been Waiting For (Diamond Days Album Version),3aWO2v9otEEBqs5hqf2QYs,0.514,0.627,-10.725,0.0301,0.00611,3.17e-05,0.128,0.325,153.571,9.0,252587,0
Jason Mraz,The Dynamo Of Volition [From An All Night Session],51tmDfnCF89JvbdNmksW3E,0.692,0.335,-12.709,0.0816,0.63,0.0,0.107,0.472,117.921,0.0,263000,0
James Scott Skinner,Triumph / Timour The Tartar / The Left Handed Fiddler / Speed The Plough / De'il Among The Tailors,0LjFfJOO1gCadVPwmRe1yf,0.554,0.513,-11.403,0.048,0.995,0.902,0.0834,0.971,134.597,10.0,184533,0
Sugar Minott,All Kind of People,5VxjqrxRwPzxhiuuq5MMXL,0.772,0.579,-11.421,0.0564,0.00163,0.0,0.269,0.961,121.361,11.0,210907,0
Dino,Untitled,7139dJA5jWxx23U5dgfNcQ,0.707,0.563,-13.021,0.0639,0.921,0.851,0.113,0.905,179.841,0.0,33340,0
Pumpkin Buzzard,Bladecrash Electrocution,3ZkQtnc6IPfuoOJvpxXCSo,0.375,0.938,-4.482,0.0803,0.00821,9.52e-05,0.109,0.172,137.468,2.0,193375,0
Saarbrücken Radio Symphony Orchestra,Phase (1972),4RTDdbOTQ9b7zZCn23gTl6,0.109,0.238,-25.945,0.1,0.53,0.786,0.33,0.0374,64.203,5.0,827667,0
Mighty Diamonds,Drifting Away,5EUKZy0UBHeD70OFLUZrDN,0.826,0.84,-9.054,0.056,0.166,0.000355,0.0534,0.843,145.979,0.0,227533,0
Bill Douglas,Caroline,48KmitgcrAveeuSr2ecS1p,0.465,0.102,-19.329,0.046,0.994,0.932,0.113,0.35,97.842,3.0,220373,0
Lenn Hammond,The Door,1Ht2pnKExhhVndslblhcJj,0.785,0.553,-7.44,0.0605,0.238,0.0,0.3,0.907,77.2,1.0,216480,0
Unison,Girls Make My Hair Loose,147JnyIsll4XzG09Htit6t,0.634,0.45,-11.118,0.383,0.12,0.000641,0.0706,0.841,94.611,0.0,216800,0
Nirvana,Heart-Shaped Box,11LmqTE2naFULdEP94AUBa,0.256,0.641,-10.283,0.0552,0.199,0.0329,0.0853,0.382,203.006,1.0,281160,0
Mike Bloomfield,Tell Me Partner,4f2gBjL5Qo3Xyd6XzMvDha,0.427,0.529,-10.608,0.053,0.807,0.432,0.932,0.301,128.381,9.0,611440,0
Lily Holbrook,Smoke Screen,7GAYjUOkONakSot6Xyezlh,0.404,0.442,-8.92,0.0307,0.0713,2.47e-06,0.065,0.134,138.08,11.0,245120,0
G-Unit,Money Make The World Go Around,1hLKx2Ph4gPN79VuAW2jHR,0.816,0.721,-5.084,0.277,0.363,0.0,0.0721,0.375,93.566,0.0,254040,0
Georges Delerue,Ouverture,39YLiHRSuwPb3RYrOYsFlc,0.0773,0.209,-15.269,0.036,0.989,0.801,0.124,0.0561,79.64,0.0,112222,0
Conjunto Clasico,Coquí,7CI4481LnSadNAUJFdb97b,0.453,0.308,-15.187,0.0698,0.759,0.00989,0.389,0.339,125.442,10.0,246000,0
Jan Wayne,Mad World (Money-G. Remix),4ivcDqqMuYLptrLUeNylZ6,0.634,0.932,-5.258,0.0661,0.0375,0.249,0.0686,0.0897,139.999,9.0,495333,0
Sweet,Do It All Over Again,0qWvtsyyUHmAMjujVGXdPe,0.518,0.725,-4.952,0.0525,0.0331,4.63e-05,0.121,0.541,150.192,7.0,266280,0
Arc Angels,Nadine,5xPlurmZgNBlR3EY770mZn,0.606,0.717,-9.194,0.0266,0.03,0.000482,0.0758,0.749,98.407,9.0,271213,0
The Kirkbys,Penny In My Pocket,3Q4uzJmAAwY3iNSBdJP4Zk,0.727,0.727,-6.221,0.0511,0.628,0.0,0.0307,0.818,128.616,7.0,154293,0
Ice-T & Chuck D,Round Two Wrap-Up,4oTmfReJf4yJcXWXdLHvNj,0.582,0.521,-12.109,0.493,0.866,0.0,0.705,0.61,92.863,0.0,26027,0
"Myrick ""Freeze"" Guillory",Queen Ida Introduction,2NXRtSiZNR2coeukxaigb7,0.324,0.385,-23.204,0.867,0.753,0.0,0.396,0.143,168.465,1.0,55467,0
Tum Tum,Lil Stuntin,1QLOVV1Uy7WNjOz0LmD0XV,0.858,0.485,-9.559,0.303,0.205,3.08e-06,0.105,0.766,162.397,2.0,214467,0
The Twinkle Brothers,Under World Dub,4xvebB9YdbTaWPV04WqGzk,0.742,0.563,-10.866,0.0633,0.208,0.843,0.177,0.802,131.799,9.0,186840,0
Die Bandbreite,Recht auf Lungenkrebs,2ogfj4YhaHNC05tJ7Tfckk,0.752,0.523,-9.85,0.0526,0.0869,0.0,0.0439,0.922,131.947,7.0,181080,0
Spieluhrmelodien,Zeigt her eure Füße,2tPKFgKQOlHyETHU5kY6ep,0.746,0.538,-9.442,0.0797,0.815,0.911,0.0843,0.969,94.952,7.0,131880,0
Marco Beltrami,Past Meets Present,18pX424MItFSil6TP34Tft,0.0693,0.121,-16.619,0.0457,0.92,0.983,0.354,0.0345,75.569,5.0,170867,0
Mil,Dis moi,06Arwip6qFXS0r8wKuZMxn,0.518,0.914,-5.339,0.433,0.091,0.0,0.0498,0.759,83.721,1.0,200640,0
William Coulter,The Painter And The Magician,3EdTHjOYLIBBgEvBSGWnut,0.186,0.242,-14.154,0.0391,0.938,0.91,0.162,0.125,79.473,2.0,253533,0
Phil Spector,Spanish Harlem,4cS0WazApDlK7e4SUuKSCT,0.348,0.103,-14.832,0.0495,0.922,1.26e-06,0.201,0.394,202.198,0.0,130013,0
Soul Embraced,Someday (Immune Album Version),0IoWFeyvTZ99lTThlcmcHu,0.545,0.78,-8.406,0.0455,3.01e-05,0.0523,0.0877,0.335,168.246,5.0,248760,0
Barrabas,Broadway Star,2j6eWx7FsvrEQu6tnByQ3P,0.71,0.751,-13.496,0.0627,0.00288,0.0171,0.179,0.911,131.77,0.0,241627,0
Jackie Edwards,Worrying Over You,3GXIQjbCoTsZbS0msJL4NZ,0.653,0.426,-13.153,0.0653,0.336,0.00364,0.181,0.901,149.782,0.0,207240,0
Mickey And The Students,Gimme Gimme Song,6temcypwKTojtCcM9FzNAW,0.586,0.698,-5.536,0.0957,0.0787,0.316,0.152,0.571,107.072,7.0,914173,0
Birmingham Jubilee Singers,Hope I'll Join That Band,3q8V3iJU7VqvW7NOIhGFaO,0.441,0.26,-12.81,0.0505,0.972,0.0,0.35,0.386,87.182,1.0,172878,0
Bumblefoot,Abnormal (Acoustic),0g7WPlS5gQxK14BUqIqclB,0.677,0.391,-10.123,0.0344,0.171,0.872,0.103,0.411,78.03,11.0,215107,0
Steve Erquiaga,Sicilienne,32YQS7jN6csHayovT4O1ND,0.375,0.0856,-21.704,0.0475,0.92,0.969,0.143,0.529,132.521,0.0,214645,0
Tommy Overstreet,Heart Of Dixie,1SHSxjOLbHGgeEMBKMwbVD,0.49,0.544,-8.625,0.0303,0.675,8.88e-06,0.145,0.367,131.158,11.0,187907,0
Stelios Dionisiou,To Sinnefo,4Pl0JVQHgRZSZcZhJOZ8CK,0.637,0.585,-7.067,0.0391,0.651,0.0,0.131,0.396,100.025,0.0,236147,0
J.C. Lodge,You Are The One,6cbwVeG7IXUY1BXP5FMK2p,0.759,0.39,-9.892,0.119,0.0308,2.86e-05,0.103,0.8,169.988,0.0,318840,0
Frankie Randall,Winter Wonderland,6eibhOEMNLCUSuOtk70JVU,0.774,0.111,-18.215,0.0352,0.749,6.4e-06,0.0615,0.341,100.013,8.0,215707,0
M,Close To Me,34jpGj9jQKWi2oU9vL9wae,0.665,0.831,-7.987,0.133,0.00958,0.0844,0.0466,0.944,185.689,10.0,239973,0
Tabu Ley Rochereau,Maputo,4XyhF9EarntOkgw5SbloXP,0.693,0.794,-11.913,0.0487,0.432,5.76e-05,0.216,0.944,136.209,2.0,457944,0
The Gone Jackals,Faith Healer (Digital Single),48p1JNa892hvSFS9qEvNZ5,0.528,0.75,-6.28,0.0556,0.0954,0.00623,0.0606,0.392,123.484,2.0,248200,0
Moss,There Alone Go I,3Eg7gxmFh7iai1f0eYBeNi,0.232,0.249,-13.109,0.0329,0.944,0.0168,0.104,0.142,163.456,0.0,274133,0
